Compartment_id	Transect_id	Plot	species_id	abundance_count	abundance_percent	Species_Name	Species_Family
206	30	2	94	1	0	Maranthocloa purpulea	Marantaceae
206	30	2	15	1	0	Argomuellera macrophylla	Euphobiaceae
206	30	2	17	0	20	Acalypha neptunica	Euphobiaceae
206	30	2	91	1	0	Oncoba spinosa	Salicaceae
206	30	2	88	1	0	Olyra latifolia	Poaceae
206	30	2	45	1	0	Pollia condensata	Commelinaceae
206	30	2	13	1	0	Entandophragma sp	Meliaceae
206	30	2	11	0	30	Pseudoranthemum ludovicianum	Acanthaceae
206	30	3	7	1	0	Celtis durandii	Ulmaceae
206	30	3	15	0	1	Argomuellera macrophylla	Euphobiaceae
206	30	3	10	0	10	Dracaena fragrans	Asparagaceae
206	30	3	17	0	10	Acalypha neptunica	Euphobiaceae
206	30	3	37	10	0	Pulsota sp	
206	30	3	45	1	0	Pollia condensata	Commelinaceae
206	30	3	51	1	0	Khaya anthotheca	Meliaceae
206	30	3	11	0	20	Pseudoranthemum ludovicianum	Acanthaceae
206	30	3	8	1	0	Markhamia lutea	Bignoniaceae
206	30	3	36	1	0	Parvetta ternifolia	
206	30	3	38	1	0	Pteris burtoni	Pteridaceae
206	30	3	55	1	0	Asplenium	
206	30	3	91	1	0	Oncoba spinosa	Salicaceae
206	30	3	50	1	0	Lindackeria schweinfurthii	Flacourtiaceae
206	30	3	142	1	0	Corymborkis corymbis	Orchidaceae
206	30	4	11	0	50	Pseudoranthemum ludovicianum	Acanthaceae
206	30	4	38	0	2	Pteris burtoni	Pteridaceae
206	30	4	15	0	5	Argomuellera macrophylla	Euphobiaceae
206	30	4	17	0	20	Acalypha neptunica	Euphobiaceae
206	30	4	37	5	0	Pulsota sp	
206	30	4	142	1	0	Corymborkis corymbis	Orchidaceae
206	30	4	55	0	1	Asplenium	
206	30	5	11	0	5	Pseudoranthemum ludovicianum	Acanthaceae
206	30	5	17	0	10	Acalypha neptunica	Euphobiaceae
206	30	5	16	0	1	Culcasia falcifolia	Araceae
206	30	5	38	0	1	Pteris burtoni	Pteridaceae
206	30	5	91	1	0	Oncoba spinosa	Salicaceae
206	30	5	31	1	0	Maranthacloa lutea	Marantaceae
206	30	5	15	0	1	Argomuellera macrophylla	Euphobiaceae
206	30	5	10	0	10	Dracaena fragrans	Asparagaceae
206	30	5	142	1	0	Corymborkis corymbis	Orchidaceae
206	30	5	4	1	0	Malnilkara dawei	Sapotaceae
206	30	6	88	0	1	Olyra latifolia	Poaceae
206	30	6	4	1	0	Malnilkara dawei	Sapotaceae
206	30	6	91	1	0	Oncoba spinosa	Salicaceae
206	30	6	11	0	50	Pseudoranthemum ludovicianum	Acanthaceae
206	30	6	37	1	0	Pulsota sp	
206	30	6	38	0	1	Pteris burtoni	Pteridaceae
206	30	6	10	0	5	Dracaena fragrans	Asparagaceae
206	30	6	31	1	0	Maranthacloa lutea	Marantaceae
206	30	6	142	1	0	Corymborkis corymbis	Orchidaceae
206	30	6	67	1	0	Ficus asperifolia	Moraceae
206	30	6	15	0	1	Argomuellera macrophylla	Euphobiaceae
206	30	6	36	1	0	Parvetta ternifolia	
206	30	6	95	1	0	Unknown 17	
206	31	0	74	2	0	Croton macrostachyus	Euphorbiaceae
206	31	0	22	1	0	Ficus mucuso	Moraceae
206	31	0	2	2	0	Celtis mildbreadii	Ulmaceae
206	31	0	21	2	0	Alstonia boonei	Apocynaceae
206	31	0	25	5	0	Celtis wightii	Ulmaceae
206	31	0	44	2	0	Kigeria africana	Bignonaceae
206	31	1	10	0	50	Dracaena fragrans	Asparagaceae
206	31	1	35	0	1	Leptapsis sp	
206	31	1	17	0	2	Acalypha neptunica	Euphobiaceae
206	31	1	36	4	0	Parvetta ternifolia	
206	31	1	16	1	0	Culcasia falcifolia	Araceae
206	31	1	15	1	0	Argomuellera macrophylla	Euphobiaceae
206	31	1	55	1	0	Asplenium	
206	31	1	11	0	20	Pseudoranthemum ludovicianum	Acanthaceae
206	31	2	37	1	0	Pulsota sp	
206	31	2	17	1	0	Acalypha neptunica	Euphobiaceae
206	31	2	15	5	0	Argomuellera macrophylla	Euphobiaceae
206	31	2	11	0	10	Pseudoranthemum ludovicianum	Acanthaceae
206	31	2	10	1	0	Dracaena fragrans	Asparagaceae
206	31	2	35	1	0	Leptapsis sp	
206	31	2	55	0	10	Asplenium	
206	31	3	36	1	0	Parvetta ternifolia	
206	31	3	10	0	40	Dracaena fragrans	Asparagaceae
206	31	3	11	0	20	Pseudoranthemum ludovicianum	Acanthaceae
206	31	3	15	0	5	Argomuellera macrophylla	Euphobiaceae
206	31	3	35	0	1	Leptapsis sp	
206	31	3	45	1	0	Pollia condensata	Commelinaceae
206	31	4	10	0	10	Dracaena fragrans	Asparagaceae
206	31	4	11	0	30	Pseudoranthemum ludovicianum	Acanthaceae
206	31	4	36	1	0	Parvetta ternifolia	
206	31	4	17	1	0	Acalypha neptunica	Euphobiaceae
206	31	4	35	1	0	Leptapsis sp	
206	31	5	26	1	0	Tabernaemontana holstii	Apocynaceae
206	31	5	11	0	20	Pseudoranthemum ludovicianum	Acanthaceae
206	31	5	35	1	0	Leptapsis sp	
206	31	5	10	0	5	Dracaena fragrans	Asparagaceae
206	31	5	17	0	11	Acalypha neptunica	Euphobiaceae
206	31	5	45	1	0	Pollia condensata	Commelinaceae
206	31	5	15	0	1	Argomuellera macrophylla	Euphobiaceae
206	31	5	51	1	0	Khaya anthotheca	Meliaceae
206	32	0	40	6	0	Peptadeniastrum africanum	Mimosaceae
206	32	0	1	3	0	Albizia gumiifera	Leguminosae
206	32	0	62	1	0	Macaranga monondra	Euphorbiaceae
206	32	0	20	7	0	Antiaris toxicaria	Moraceae
206	32	0	9	2	0	Funtumia elastica	Apocynaceae
206	32	0	5	2	0	Diospyros abyssinica	Ebenaceae
206	32	0	13	2	0	Entandophragma sp	Meliaceae
206	32	0	2	1	0	Celtis mildbreadii	Ulmaceae
206	32	1	35	0	20	Leptapsis sp	
206	32	1	89	2	0	Clausena anisata	Rutaceae
206	32	1	50	1	0	Lindackeria schweinfurthii	Flacourtiaceae
206	32	1	63	1	0	Coffee	Rubiaceae
206	32	1	2	1	0	Celtis mildbreadii	Ulmaceae
206	32	1	49	1	0	Artabotrys likemensis	Annoncaceae
206	32	2	14	1	0	Teclea nobilis	Rutaceae
206	32	2	35		20	Leptapsis sp	
206	32	2	51	1	0	Khaya anthotheca	Meliaceae
206	32	2	63	0	1	Coffee	Rubiaceae
206	32	2	15	0	2	Argomuellera macrophylla	Euphobiaceae
206	32	2	19	1	0	Albizia grandibracteata	Leguminosae
206	32	3	35	0	40	Leptapsis sp	
206	32	3	9	7	0	Funtumia elastica	Apocynaceae
206	32	3	17	0	30	Acalypha neptunica	Euphobiaceae
206	32	3	19	2	0	Albizia grandibracteata	Leguminosae
206	32	3	15	1	0	Argomuellera macrophylla	Euphobiaceae
206	32	4	35	0	40	Leptapsis sp	
206	32	4	5	1	0	Diospyros abyssinica	Ebenaceae
206	32	4	63	1	0	Coffee	Rubiaceae
206	32	4	89	2	0	Clausena anisata	Rutaceae
206	32	4	19	1	0	Albizia grandibracteata	Leguminosae
206	32	4	17	0	5	Acalypha neptunica	Euphobiaceae
206	32	4	67	1	0	Ficus asperifolia	Moraceae
206	32	5	35	0	50	Leptapsis sp	
206	32	5	17	0	20	Acalypha neptunica	Euphobiaceae
206	32	5	19	1	0	Albizia grandibracteata	Leguminosae
206	32	5	51	1	0	Khaya anthotheca	Meliaceae
206	32	5	14	1	0	Teclea nobilis	Rutaceae
206	32	5	63	1	0	Coffee	Rubiaceae
206	32	5	9	1	0	Funtumia elastica	Apocynaceae
206	39	0	40	9	0	Peptadeniastrum africanum	Mimosaceae
206	39	0	5	2	0	Diospyros abyssinica	Ebenaceae
206	39	0	20	1	0	Antiaris toxicaria	Moraceae
206	39	0	2	5	0	Celtis mildbreadii	Ulmaceae
206	39	0	13	1	0	Entandophragma sp	Meliaceae
206	39	0	42	2	0	Aphania senegelensis	Sapindaceae
206	39	0	9	1	0	Funtumia elastica	Apocynaceae
206	39	0	33	1	0	Broussonetia papyrifea	Moraceae
206	39	0	1	1	0	Albizia gumiifera	Leguminosae
206	39	0	20	2	0	Antiaris toxicaria	Moraceae
206	39	1	35	1	0	Leptapsis sp	
206	39	1	33	0	30	Broussonetia papyrifea	Moraceae
206	39	1	63	1	0	Coffee	Rubiaceae
206	39	1	49	1	0	Artabotrys likemensis	Annoncaceae
0	39	1	89	1	0	Clausena anisata	Rutaceae
206	39	2	50	1	0	Lindackeria schweinfurthii	Flacourtiaceae
206	39	2	19	2	0	Albizia grandibracteata	Leguminosae
206	39	2	4	1	0	Malnilkara dawei	Sapotaceae
206	39	2	48	1	0	Caelsalpinia bonduc	Caesalpinaceae
206	39	2	35	0	30	Leptapsis sp	
206	39	2	214	1	0	Carapa procera	Meliaceae
206	39	3	15	0	5	Argomuellera macrophylla	Euphobiaceae
206	39	3	35	0	50	Leptapsis sp	
206	39	3	63	0	2	Coffee	Rubiaceae
206	39	3	17	1	0	Acalypha neptunica	Euphobiaceae
206	39	3	4	1	0	Malnilkara dawei	Sapotaceae
206	39	3	78	0	5	Aframomum mildbraedii	Zingiberaceae
206	39	4	35	0	60	Leptapsis sp	
206	39	4	17	0	5	Acalypha neptunica	Euphobiaceae
206	39	4	1	1	0	Albizia gumiifera	Leguminosae
206	39	5	10	0	15	Dracaena fragrans	Asparagaceae
206	39	5	35	0	60	Leptapsis sp	
206	39	5	78	0	10	Aframomum mildbraedii	Zingiberaceae
206	39	5	15	1	0	Argomuellera macrophylla	Euphobiaceae
206	39	5	17	0	10	Acalypha neptunica	Euphobiaceae
206	39	5	5	1	0	Diospyros abyssinica	Ebenaceae
206	39	5	19	1	0	Albizia grandibracteata	Leguminosae
206	39	5	51	1	0	Khaya anthotheca	Meliaceae
206	39	5	27	2	0	Myrianthus holstii	Moraceae
207	62	0	9	2	0	Funtumia elastica	Apocynaceae
207	62	0	1	6	0	Albizia gumiifera	Leguminosae
207	62	0	42	1	0	Aphania senegelensis	Sapindaceae
207	62	0	20	1	0	Antiaris toxicaria	Moraceae
207	62	0	5	1	0	Diospyros abyssinica	Ebenaceae
207	62	0	6	1	0	Bilghia unijugata	Sapindaceae
207	62	0	7	1	0	Celtis durandii	Ulmaceae
207	62	0	27	3	0	Myrianthus holstii	Moraceae
207	62	0	2	2	0	Celtis mildbreadii	Ulmaceae
207	62	0	44	1	0	Kigeria africana	Bignonaceae
207	62	0	23	1	0	Ficus sur	Moraceae
207	62	1	35	0	5	Leptapsis sp	
207	62	1	11	0	5	Pseudoranthemum ludovicianum	Acanthaceae
207	62	1	55	0	1	Asplenium	
207	62	1	199	0	10	Pachystela msolo	Sapotaceae
207	62	2	10	0	10	Dracaena fragrans	Asparagaceae
207	62	2	11	0	10	Pseudoranthemum ludovicianum	Acanthaceae
207	62	2	35	0	5	Leptapsis sp	
207	62	2	199	0	5	Pachystela msolo	Sapotaceae
207	62	2	45	4	0	Pollia condensata	Commelinaceae
207	62	2	19	2	0	Albizia grandibracteata	Leguminosae
207	62	2	203	1	0	Boltis auriculata	Lomariopsidaceae
207	62	2	67	1	0	Ficus asperifolia	Moraceae
207	62	2	83	1	0	Celtis africana 9	Ulmaceae
207	62	3	10	3	0	Dracaena fragrans	Asparagaceae
207	62	3	11	0	5	Pseudoranthemum ludovicianum	Acanthaceae
207	62	3	199	0	10	Pachystela msolo	Sapotaceae
207	62	3	38	0	2	Pteris burtoni	Pteridaceae
207	62	4	10	0	5	Dracaena fragrans	Asparagaceae
207	62	4	86	0	1	Rubiaceae	Rubiaceae
207	62	4	11	0	30	Pseudoranthemum ludovicianum	Acanthaceae
207	62	4	55	1	0	Asplenium	
207	62	4	35	1	0	Leptapsis sp	
207	62	5	218	0	40	Monanthotaxis littoralis	Annonaceae
207	62	5	10	0	20	Dracaena fragrans	Asparagaceae
207	62	5	31	1	0	Maranthacloa lutea	Marantaceae
207	62	6	7	1	0	Celtis durandii	Ulmaceae
207	62	6	55	0	20	Asplenium	
207	62	6	45	1	0	Pollia condensata	Commelinaceae
207	62	6	35	0	5	Leptapsis sp	
207	62	6	10	0	5	Dracaena fragrans	Asparagaceae
207	62	6	55	0	2	Asplenium	
207	62	6	48	1	0	Caelsalpinia bonduc	Caesalpinaceae
207	63	0	8	3	0	Markhamia lutea	Bignoniaceae
207	63	0	5	2	0	Diospyros abyssinica	Ebenaceae
207	63	0	41	1	0	Ficus exesparata	Moraceae
207	63	0	9	1	0	Funtumia elastica	Apocynaceae
207	63	0	42	2	0	Aphania senegelensis	Sapindaceae
207	63	0	20	2	0	Antiaris toxicaria	Moraceae
207	63	0	2	2	0	Celtis mildbreadii	Ulmaceae
207	63	1	11	0	30	Pseudoranthemum ludovicianum	Acanthaceae
207	63	1	17	0	10	Acalypha neptunica	Euphobiaceae
207	63	1	48	1	0	Caelsalpinia bonduc	Caesalpinaceae
207	63	1	35	0	1	Leptapsis sp	
207	63	1	38	1	0	Pteris burtoni	Pteridaceae
207	63	1	5	1	0	Diospyros abyssinica	Ebenaceae
207	63	2	45	1	0	Pollia condensata	Commelinaceae
207	63	2	35	0	2	Leptapsis sp	
207	63	2	17	0	5	Acalypha neptunica	Euphobiaceae
207	63	2	49	1	0	Artabotrys likemensis	Annoncaceae
207	63	2	15	1	0	Argomuellera macrophylla	Euphobiaceae
207	63	2	38	0	1	Pteris burtoni	Pteridaceae
207	63	2	50	1	0	Lindackeria schweinfurthii	Flacourtiaceae
207	63	3	35	0	10	Leptapsis sp	
207	63	3	50	1	0	Lindackeria schweinfurthii	Flacourtiaceae
207	63	3	11	0	5	Pseudoranthemum ludovicianum	Acanthaceae
207	63	3	17	0	20	Acalypha neptunica	Euphobiaceae
207	63	3	37	1	0	Pulsota sp	
207	63	3	19	1	0	Albizia grandibracteata	Leguminosae
207	63	4	48	1	0	Caelsalpinia bonduc	Caesalpinaceae
207	63	4	11	0	10	Pseudoranthemum ludovicianum	Acanthaceae
207	63	4	35	0	20	Leptapsis sp	
207	63	4	16	1	0	Culcasia falcifolia	Araceae
207	63	4	51	1	0	Khaya anthotheca	Meliaceae
207	63	4	19	1	0	Albizia grandibracteata	Leguminosae
207	63	4	52	1	0	Strychnos mitis	Loganiaceae
207	63	5	35	0	30	Leptapsis sp	
207	63	5	11	0	5	Pseudoranthemum ludovicianum	Acanthaceae
207	63	5	98	1	0	Combretum fuscum	Combretaceae
207	63	5	61	1	0	Monodora angolensis	Annonaceae
207	63	5	4	1	0	Malnilkara dawei	Sapotaceae
226	20	0	44	6	0	Kigeria africana	Bignonaceae
226	20	0	9	2	0	Funtumia elastica	Apocynaceae
226	20	0	67	3	0	Ficus asperifolia	Moraceae
226	20	0	7	1	0	Celtis durandii	Ulmaceae
226	20	0	2	1	0	Celtis mildbreadii	Ulmaceae
226	20	1	17	0	5	Acalypha neptunica	Euphobiaceae
226	20	1	94	0	10	Maranthocloa purpulea	Marantaceae
226	20	1	88	1	0	Olyra latifolia	Poaceae
226	20	1	11	0	45	Pseudoranthemum ludovicianum	Acanthaceae
226	20	1	35	0	5	Leptapsis sp	
226	20	2	11	0	1	Pseudoranthemum ludovicianum	Acanthaceae
226	20	2	14	1	0	Teclea nobilis	Rutaceae
226	20	2	94	0	10	Maranthocloa purpulea	Marantaceae
226	20	2	1	1	0	Albizia gumiifera	Leguminosae
226	20	3	94	0	10	Maranthocloa purpulea	Marantaceae
226	20	4	11	1	0	Pseudoranthemum ludovicianum	Acanthaceae
226	20	4	17	0	5	Acalypha neptunica	Euphobiaceae
226	21	0	5	1	0	Diospyros abyssinica	Ebenaceae
226	21	0	9	2	0	Funtumia elastica	Apocynaceae
226	21	0	44	2	0	Kigeria africana	Bignonaceae
226	21	0	23	4	0	Ficus sur	Moraceae
226	21	0	13	1	0	Entandophragma sp	Meliaceae
226	21	0	2	3	0	Celtis mildbreadii	Ulmaceae
226	21	0	20	1	0	Antiaris toxicaria	Moraceae
226	21	0	27	1	0	Myrianthus holstii	Moraceae
226	21	1	4	1	0	Malnilkara dawei	Sapotaceae
226	21	1	15	0	5	Argomuellera macrophylla	Euphobiaceae
226	21	1	26	1	0	Tabernaemontana holstii	Apocynaceae
226	21	1	10	0	5	Dracaena fragrans	Asparagaceae
226	21	1	17	0	5	Acalypha neptunica	Euphobiaceae
226	21	1	49	1	0	Artabotrys likemensis	Annoncaceae
226	21	1	35	0	1	Leptapsis sp	
226	21	1	48	1	0	Caelsalpinia bonduc	Caesalpinaceae
226	21	2	49	1	0	Artabotrys likemensis	Annoncaceae
226	21	2	15	0	10	Argomuellera macrophylla	Euphobiaceae
226	21	2	14	1	0	Teclea nobilis	Rutaceae
226	21	2	38	1	0	Pteris burtoni	Pteridaceae
226	21	2	10	2	0	Dracaena fragrans	Asparagaceae
226	21	2	17	0	5	Acalypha neptunica	Euphobiaceae
226	21	2	35	0	5	Leptapsis sp	
226	21	3	15	0	5	Argomuellera macrophylla	Euphobiaceae
226	21	3	17	0	30	Acalypha neptunica	Euphobiaceae
226	21	3	142	4	0	Corymborkis corymbis	Orchidaceae
226	21	3	38	1	0	Pteris burtoni	Pteridaceae
226	21	3	11	0	5	Pseudoranthemum ludovicianum	Acanthaceae
226	21	4	10	0	60	Dracaena fragrans	Asparagaceae
226	21	4	17	0	30	Acalypha neptunica	Euphobiaceae
226	21	4	38	1	0	Pteris burtoni	Pteridaceae
226	21	4	11	1	0	Pseudoranthemum ludovicianum	Acanthaceae
226	21	4	15	1	0	Argomuellera macrophylla	Euphobiaceae
226	21	4	9	3	0	Funtumia elastica	Apocynaceae
226	21	5	94	0	10	Maranthocloa purpulea	Marantaceae
226	21	5	2	1	0	Celtis mildbreadii	Ulmaceae
226	21	5	11	0	10	Pseudoranthemum ludovicianum	Acanthaceae
226	21	5	35	0	1	Leptapsis sp	
226	21	5	26	1	0	Tabernaemontana holstii	Apocynaceae
226	40	0	98	2	0	Combretum fuscum	Combretaceae
226	40	0	26	1	0	Tabernaemontana holstii	Apocynaceae
226	40	0	42	2	0	Aphania senegelensis	Sapindaceae
226	40	0	2	2	0	Celtis mildbreadii	Ulmaceae
226	40	0	97	1	0	Chrysophyllum albidum	Sapotaceae
226	40	0	9	5	0	Funtumia elastica	Apocynaceae
226	40	0	74	1	0	Croton macrostachyus	Euphorbiaceae
226	40	0	7	1	0	Celtis durandii	Ulmaceae
226	40	1	17	0	5	Acalypha neptunica	Euphobiaceae
226	40	1	10	0	5	Dracaena fragrans	Asparagaceae
226	40	1	11	0	20	Pseudoranthemum ludovicianum	Acanthaceae
226	40	1	35	0	5	Leptapsis sp	
226	40	1	142	1	0	Corymborkis corymbis	Orchidaceae
226	40	1	8	1	0	Markhamia lutea	Bignoniaceae
226	40	1	51	1	0	Khaya anthotheca	Meliaceae
226	40	2	49	1	0	Artabotrys likemensis	Annoncaceae
226	40	2	11	0	5	Pseudoranthemum ludovicianum	Acanthaceae
226	40	2	10	0	10	Dracaena fragrans	Asparagaceae
226	40	2	17	0	5	Acalypha neptunica	Euphobiaceae
226	40	2	86	0	10	Rubiaceae	Rubiaceae
226	40	3	11	0	30	Pseudoranthemum ludovicianum	Acanthaceae
226	40	3	17	0	5	Acalypha neptunica	Euphobiaceae
226	40	3	10	0	2	Dracaena fragrans	Asparagaceae
226	40	3	9	1	0	Funtumia elastica	Apocynaceae
226	40	4	17	0	30	Acalypha neptunica	Euphobiaceae
226	40	4	11	0	10	Pseudoranthemum ludovicianum	Acanthaceae
226	40	4	35	0	1	Leptapsis sp	
226	40	4	26	1	0	Tabernaemontana holstii	Apocynaceae
226	40	4	10	1	0	Dracaena fragrans	Asparagaceae
226	40	4	20	1	0	Antiaris toxicaria	Moraceae
226	40	5	10	0	30	Dracaena fragrans	Asparagaceae
226	40	5	17	0	20	Acalypha neptunica	Euphobiaceae
226	40	5	35	0	5	Leptapsis sp	
226	40	5	11	0	10	Pseudoranthemum ludovicianum	Acanthaceae
226	40	5	8	1	0	Markhamia lutea	Bignoniaceae
226	41	0	1	1	0	Albizia gumiifera	Leguminosae
226	41	0	90	1	0	Macaranga angolensis	Euphorbiaceae
226	41	0	25	2	0	Celtis wightii	Ulmaceae
226	41	0	62	1	0	Macaranga monondra	Euphorbiaceae
226	41	0	9	1	0	Funtumia elastica	Apocynaceae
226	41	0	26	1	0	Tabernaemontana holstii	Apocynaceae
226	41	0	42	1	0	Aphania senegelensis	Sapindaceae
226	41	0	2	1	0	Celtis mildbreadii	Ulmaceae
226	41	1	48	1	0	Caelsalpinia bonduc	Caesalpinaceae
226	41	1	35	0	20	Leptapsis sp	
226	41	1	11	0	40	Pseudoranthemum ludovicianum	Acanthaceae
226	41	1	9	2	0	Funtumia elastica	Apocynaceae
226	41	1	10	0	10	Dracaena fragrans	Asparagaceae
226	41	1	63	1	0	Coffee	Rubiaceae
226	41	1	16	1	0	Culcasia falcifolia	Araceae
226	41	1	85	1	0	Reneria congrana	
226	41	2	86	0	5	Rubiaceae	Rubiaceae
226	41	2	35	0	20	Leptapsis sp	
226	41	2	63	1	0	Coffee	Rubiaceae
226	41	2	11	0	30	Pseudoranthemum ludovicianum	Acanthaceae
226	41	2	87	1	0	Tacca leontopetaloides	Taccaceae
226	41	2	45	1	0	Pollia condensata	Commelinaceae
226	41	2	88	1	0	Olyra latifolia	Poaceae
226	41	2	17	0	5	Acalypha neptunica	Euphobiaceae
226	41	3	10	1	0	Dracaena fragrans	Asparagaceae
226	41	3	35	30	0	Leptapsis sp	
226	41	3	2	1	0	Celtis mildbreadii	Ulmaceae
226	41	3	17	0	5	Acalypha neptunica	Euphobiaceae
226	41	4	10	0	40	Dracaena fragrans	Asparagaceae
226	41	4	17	0	5	Acalypha neptunica	Euphobiaceae
226	41	4	11	0	20	Pseudoranthemum ludovicianum	Acanthaceae
226	41	4	35	0	5	Leptapsis sp	
226	41	4	5	1	0	Diospyros abyssinica	Ebenaceae
226	41	4	86	0	1	Rubiaceae	Rubiaceae
226	41	5	45	1	0	Pollia condensata	Commelinaceae
226	41	5	10	0	20	Dracaena fragrans	Asparagaceae
226	41	5	35	0	20	Leptapsis sp	
226	41	5	5	2	0	Diospyros abyssinica	Ebenaceae
226	41	5	17	0	5	Acalypha neptunica	Euphobiaceae
226	41	5	42	2	0	Aphania senegelensis	Sapindaceae
226	41	5	11	0	5	Pseudoranthemum ludovicianum	Acanthaceae
226	41	5	89	1	0	Clausena anisata	Rutaceae
226	41	5	51	1	0	Khaya anthotheca	Meliaceae
177	55	0	22	1	0	Ficus mucuso	Moraceae
177	55	0	7	1	0	Celtis durandii	Ulmaceae
177	55	0	13	1	0	Entandophragma sp	Meliaceae
177	55	0	19	3	0	Albizia grandibracteata	Leguminosae
177	55	0	39	1	0	Cordia africana	Boraginaceae
177	55	0	41	1	0	Ficus exesparata	Moraceae
177	55	1	11	0	50	Pseudoranthemum ludovicianum	Acanthaceae
177	55	1	31	0	30	Maranthacloa lutea	Marantaceae
177	55	1	37	0	10	Pulsota sp	
177	55	1	38	0	5	Pteris burtoni	Pteridaceae
177	55	1	17	0	2	Acalypha neptunica	Euphobiaceae
177	55	2	11	0	80	Pseudoranthemum ludovicianum	Acanthaceae
177	55	2	17	0	10	Acalypha neptunica	Euphobiaceae
177	55	2	13	0	1	Entandophragma sp	Meliaceae
177	55	2	31	0	2	Maranthacloa lutea	Marantaceae
177	55	2	37	0	5	Pulsota sp	
177	55	2	38	0	2	Pteris burtoni	Pteridaceae
177	55	3	17	0	2	Acalypha neptunica	Euphobiaceae
177	55	3	11	0	70	Pseudoranthemum ludovicianum	Acanthaceae
177	55	3	37	0	5	Pulsota sp	
177	55	3	38	0	2	Pteris burtoni	Pteridaceae
177	55	3	31	0	5	Maranthacloa lutea	Marantaceae
177	55	3	33	0	1	Broussonetia papyrifea	Moraceae
177	55	4	11	0	80	Pseudoranthemum ludovicianum	Acanthaceae
177	55	4	37	0	2	Pulsota sp	
177	55	4	31	0	3	Maranthacloa lutea	Marantaceae
177	55	4	17	0	5	Acalypha neptunica	Euphobiaceae
177	55	4	38	0	2	Pteris burtoni	Pteridaceae
177	56	0	19	2	0	Albizia grandibracteata	Leguminosae
177	56	0	13	2	0	Entandophragma sp	Meliaceae
177	56	0	23	2	0	Ficus sur	Moraceae
177	56	0	25	2	0	Celtis wightii	Ulmaceae
177	56	0	26	1	0	Tabernaemontana holstii	Apocynaceae
177	56	1	17	0	80	Acalypha neptunica	Euphobiaceae
177	56	1	11	0	50	Pseudoranthemum ludovicianum	Acanthaceae
177	56	1	10	1	0	Dracaena fragrans	Asparagaceae
177	56	1	25	1	0	Celtis wightii	Ulmaceae
177	56	1	19	1	0	Albizia grandibracteata	Leguminosae
177	56	1	88	0	1	Olyra latifolia	Poaceae
177	56	1	5	1	0	Diospyros abyssinica	Ebenaceae
177	56	2	17	0	80	Acalypha neptunica	Euphobiaceae
177	56	2	38	0	1	Pteris burtoni	Pteridaceae
177	56	2	5	1	0	Diospyros abyssinica	Ebenaceae
177	56	2	35	0	1	Leptapsis sp	
177	56	2	10	0	1	Dracaena fragrans	Asparagaceae
177	56	2	33	1	0	Broussonetia papyrifea	Moraceae
177	56	2	15	2	0	Argomuellera macrophylla	Euphobiaceae
177	56	3	25	2	0	Celtis wightii	Ulmaceae
177	56	3	11	0	2	Pseudoranthemum ludovicianum	Acanthaceae
177	56	3	17	0	80	Acalypha neptunica	Euphobiaceae
177	56	3	71	0	20	Euphorbiacea sp	Euphorbiaceae
177	56	3	16	0	1	Culcasia falcifolia	Araceae
177	56	3	35	0	1	Leptapsis sp	
177	56	3	37	6	0	Pulsota sp	
177	56	4	19	4	0	Albizia grandibracteata	Leguminosae
177	56	4	17	0	80	Acalypha neptunica	Euphobiaceae
177	56	4	38	0	2	Pteris burtoni	Pteridaceae
177	56	4	15	4	0	Argomuellera macrophylla	Euphobiaceae
177	56	4	33	0	2	Broussonetia papyrifea	Moraceae
177	56	4	10	0	1	Dracaena fragrans	Asparagaceae
177	56	4	37	0	1	Pulsota sp	
177	56	4	16	0	1	Culcasia falcifolia	Araceae
177	56	4	71	1	0	Euphorbiacea sp	Euphorbiaceae
177	74	0	33	2	0	Broussonetia papyrifea	Moraceae
177	74	0	22	2	0	Ficus mucuso	Moraceae
177	74	0	20	1	0	Antiaris toxicaria	Moraceae
177	74	0	2	2	0	Celtis mildbreadii	Ulmaceae
177	74	0	25	3	0	Celtis wightii	Ulmaceae
177	74	0	42	1	0	Aphania senegelensis	Sapindaceae
177	74	0	31	1	0	Maranthacloa lutea	Marantaceae
177	74	1	10	0	80	Dracaena fragrans	Asparagaceae
177	74	1	15	0	5	Argomuellera macrophylla	Euphobiaceae
177	74	1	17	0	40	Acalypha neptunica	Euphobiaceae
177	74	1	11	0	10	Pseudoranthemum ludovicianum	Acanthaceae
177	74	1	75	1	0	Piper sp	Piperaceae
177	74	2	17	0	8	Acalypha neptunica	Euphobiaceae
177	74	2	10	0	1	Dracaena fragrans	Asparagaceae
177	74	2	15	0	1	Argomuellera macrophylla	Euphobiaceae
177	74	2	25	1	0	Celtis wightii	Ulmaceae
177	74	3	19	1	0	Albizia grandibracteata	Leguminosae
177	74	3	10	0	50	Dracaena fragrans	Asparagaceae
177	74	3	17	0	30	Acalypha neptunica	Euphobiaceae
177	74	3	33	0	1	Broussonetia papyrifea	Moraceae
177	74	3	11	0	5	Pseudoranthemum ludovicianum	Acanthaceae
177	74	4	17	0	50	Acalypha neptunica	Euphobiaceae
177	74	4	10	0	50	Dracaena fragrans	Asparagaceae
177	74	4	15	0	10	Argomuellera macrophylla	Euphobiaceae
177	74	4	11	0	1	Pseudoranthemum ludovicianum	Acanthaceae
177	74	4	33	0	1	Broussonetia papyrifea	Moraceae
